,men_Pt025_RPLCneg,men_Pt063_RPLCneg,men_Pt008_RPLCneg,men_Pt013_RPLCneg,woman_Pt119_RPLCneg,woman_HCW080_RPLCneg,woman_Pt003_RPLCneg,men_HCW564_RPLCneg,men_HCW059_RPLCneg,men_Pt047_RPLCneg,men_HCW011_RPLCneg,woman_Pt087_RPLCneg,men_Pt116_RPLCneg,men_Pt010_RPLCneg,men_HCW578_RPLCneg,men_HCW574_RPLCneg,woman_Pt058_RPLCneg,woman_Pt164_RPLCneg,men_HCW036_RPLCneg,woman_Pt113_RPLCneg,woman_Pt005_RPLCneg,men_HCW012_RPLCneg,woman_Pt038_RPLCneg,men_Pt060_RPLCneg,woman_Pt044_RPLCneg,woman_HCW099_RPLCneg,woman_Pt022_RPLCneg,men_Pt110_RPLCneg,men_HCW237_RPLCneg
Label,COVID,COVID,COVID,COVID,COVID,HC,COVID,HC,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC
134.8937@567.58,3375178.81599,3517450.69773,2507229.88517,4153385.14036,9580109.90182,2721402.62484,3141035.1427,1838713.56332,4100046.33168,6655734.79292,3473739.10412,3887464.24632,1926914.00446,2865568.14921,2286662.27966,3561315.81422,2344282.29963,3548199.44831,3050556.71902,3861025.88909,2748966.35393,3185864.64975,9138336.53254,2154645.06081,2257096.90255,2305074.45477,2598737.49395,1804737.9962,2438969.71103
134.9508@638.06,179423.46611,68080.20964,27723.16941,142587.51225,104354.25084,12315675.99322,183164.57005,12308981.91982,169085.31954,12536973.3573,159484.42287,175079.67314,12249567.67055,158836.42679,13001831.85525,176424.90586,166957.74053,12345088.52005,157413.12359,26347.27657,12615695.81408,12447238.45819,25891.06503,12566315.46935,12506772.63529,38476.863,53253.0562,12517925.16398,24443.53106
135.0303@58.88,52834.04294,13322.41459,53470.9684,27162.95197,100547.9773,17593.59174,62536.16637,27619.27709,19551.60457,5393.64031,16854.67688,9381.05433,27584.44067,20689.06489,22513.8692,47171.7218,47808.97721,36241.64713,281456.40497,23419.71541,73179.30784,2170.30305,36638.57737,30292.18913,23973.41915,10980.63211,19462.43367,78512.79335,42622.55529
135.8937@567.46,399999.11031,268588.90587,280983.89084,13412.85497,408293.62624,68659.82124,208020.31303,179667.6024,1027981.74507,197258.84123,199044.48007,443858.59866,193704.22133,235072.02666,225194.67444,280257.88479,402050.62715,244938.37585,228713.57963,182486.20905,13884.70744,431295.58783,188659.23498,320737.44596,669385.08954,354596.59189,237654.98753,192298.91224,219128.12294
135.919@636.9,2030666.45539,1969263.94811,1654974.79283,2121078.30037,1707543.15507,1369867.99498,1589611.76948,1445187.28615,1866536.37196,1419914.31487,2056564.85464,1657971.47599,1414953.56846,2152171.48011,1404750.14929,1758144.27373,1258383.8366,1391809.854,1736452.19843,1585786.52439,1472896.79771,1413937.76648,1575712.07599,1463374.65272,1383699.55755,1413264.7797,1933237.84864,1471509.07438,1449106.70663
135.9443@503.2,693587.68503,267939.11229,665971.58651,274294.88392,196233.52849,186132.02836,210155.67306,188392.76898,871326.71839,197420.90867,995513.91078,218848.80671,177851.25121,1070109.53766,191585.72229,234565.40615,230173.21342,209914.02402,233703.31723,572731.03963,306785.23348,200231.96896,205590.19654,202718.58761,197808.28341,730716.61233,975406.63953,192715.92382,174626.47876
135.9699@600.24,842017.26166,372352.04134,432763.69438,406663.95351,833468.8954,684957.13563,14327.83866,672091.03698,472340.25895,678562.73624,357398.84482,471406.96627,253186.05106,481000.41687,635430.83817,793532.59772,15789.21943,667786.74107,812361.67019,428381.84949,428067.92854,323055.30854,745594.02138,293382.17228,345897.4888,457345.07979,442186.54788,668045.98153,639073.1076
136.8907@567.74,1214926.9909,842901.1234,700832.87108,1289254.91697,914833.55544,34505.72131,1111010.03167,572274.81323,984804.1602,651969.45694,1099343.57298,1264051.90009,627130.27527,1183544.16637,727993.03973,1188754.32839,1416173.01611,972165.73114,813947.73275,584049.49826,2260339.4449,1188415.45207,2983364.37988,658567.18238,3010022.76966,3007092.79975,805635.05647,545139.61843,787613.81919
136.8911@637.01,4282846.4095,4055454.97258,5414497.20667,4072420.72343,3836949.87895,4196406.25745,5424665.77481,4184863.7665,4193994.39304,4234337.82454,4282760.08026,4934918.10891,4130043.12447,4140073.03812,4427438.87063,4286204.73081,4451826.0516,4188875.20304,4678200.6753,5617801.41617,4270470.47409,4207629.53023,5388492.02973,4264720.84336,4261665.87575,3554788.209,3913681.25498,4246226.12542,4182963.96422
136.9467@636.81,80821.88522,77690.52273,64699.66193,83600.43199,69081.89883,53216.43026,62524.33568,55915.5759,74556.05317,54178.37168,80501.06499,63233.26294,52796.49168,85915.12506,55464.24655,69074.69795,69573.99616,54427.40184,68133.23328,60741.41037,56344.05763,54317.07684,61827.20233,54934.71877,54360.85993,56676.92556,74469.68574,53695.37699,54570.70522
137.8909@637.01,409160.22306,382876.5809,514797.62569,387044.08758,353025.28073,391185.99851,513632.14482,392901.25503,405042.22222,389218.83631,392996.04818,482540.44,387290.90635,395257.08042,416569.21511,460392.53243,395412.61051,395376.17066,453437.77014,519200.77159,403383.65471,391230.59343,524411.81973,396855.4387,400459.55254,340836.914,365318.88285,392407.01485,390596.73949
137.8909@567.34,104948.00066,77338.27679,131005.51019,4846.08996,71101.42848,69287.9158,84320.54475,70133.04403,89333.91544,62167.07377,108517.54028,144223.41117,78475.054,87191.60571,110354.61322,318962.11083,154033.96108,76044.74895,88476.32622,57010.07423,71190.31629,186845.41151,125371.40586,68734.75792,93872.08649,88251.55916,80939.37403,61148.92523,5562.20507
137.9397@636.88,774612.40185,744630.27246,623228.75796,804743.34722,648084.14663,505912.43037,600226.5183,537518.15254,706703.25941,524850.40334,785647.34001,622378.2939,520163.71238,816083.23956,523311.93995,663306.55347,673634.53586,520651.09061,653365.70944,589710.46201,545419.75648,520883.16382,589123.9957,543260.839,514270.11183,537788.36642,735082.32086,541742.44676,534700.24673
137.9858@628.92,266131.02153,249705.7634,233959.64522,245440.25597,275060.9674,224323.77968,228459.0295,246742.39244,261948.4744,228167.80111,257539.96332,242219.92008,242435.27434,244458.78253,228785.47894,255796.40714,237787.0541,231699.37145,252529.26609,245200.06484,238625.84993,237050.58931,254927.23698,238290.08089,217387.00314,289623.5256,260701.68101,238924.18754,250241.62289
138.9406@636.8,55798.10166,54324.94399,45059.09343,60335.73593,46997.75503,92571.15349,42118.73602,39096.31135,50823.18914,85867.21299,57531.81774,43666.5587,37506.3617,62149.65617,35375.55608,47424.74123,46012.01578,34565.01572,44887.55003,41881.57623,39720.36677,36397.35107,52621.18525,38931.89341,98360.78962,40537.4468,55210.00401,38279.85085,38629.1916
139.9298@634.59,81196.85613,75989.77286,121899.99269,0.0,62.14174,203438.02415,119967.04376,118306.45954,83420.15553,194146.08128,70693.56569,115831.3669,132747.28318,0.0,8151.92112,97990.74708,107519.59465,149585.69215,110238.18081,137563.90338,172691.25439,173957.2064,119097.54599,165052.36218,207816.16821,85257.12808,114879.18823,166932.17343,135081.67589
141.0157@716.1,378676.00229,259219.72449,420711.46454,381270.42007,385109.53572,411893.07905,420660.5653,389200.37915,414432.89901,436127.72053,393488.9431,418680.41289,187933.41827,457749.61402,414187.49579,168370.81637,182649.18684,229728.03056,387875.08941,220559.80834,193000.91509,62943.17475,186575.24827,253138.84223,209905.00144,372997.6212,414862.26038,321458.09245,362105.11427
141.0159@641.56,373215.32724,234898.62754,343441.89079,390588.80615,395375.64319,323749.21806,324266.264,303808.10065,382474.00315,316971.28217,388156.10544,334718.13532,287207.65309,408515.0505,305739.46146,344576.373,376633.06604,305090.63371,355489.92066,328247.5284,294632.74156,323844.72803,324625.9883,310092.03057,316075.51833,389553.94689,382024.24488,304076.38992,287306.99229
141.0172@31.71,4205271.82704,4042012.12769,4312832.46967,3945945.3235,3397053.56299,3901051.897,4041966.70425,4081316.30166,4248152.7519,2089654.65076,4063887.3778,3852424.76437,4004724.31966,3967669.78832,1666439.65247,4361560.48244,4167104.93423,3660131.91179,4146331.81915,3325465.84191,4431056.34773,1862744.56077,4376228.93226,3890959.17113,4067097.87194,3820600.75326,3823499.37414,4398191.44721,2533735.36259
141.066@520.92,175246.35071,171181.45475,163175.20434,195340.02299,160977.31968,207127.54368,174764.72257,149620.24425,178550.01725,383821.855,159958.95812,182814.41247,300594.53805,152280.41458,182776.75531,189847.59588,151586.50786,182067.85323,184567.40141,292599.37631,170278.286,191743.71721,197244.14133,182358.07513,175068.3127,160759.03722,196793.531,212033.18577,302074.79993
141.9231@634.82,2146128.25864,1918322.19607,3816704.71046,910078.39727,442193.68542,5201284.49334,3701519.44757,4119317.8547,2430083.56802,5294661.69689,1622900.74507,3214756.66925,4191462.72256,1083893.94832,5394430.36824,3009431.62417,2862470.62978,5005605.55105,3156212.52058,3966666.01968,7640.26312,4974869.94365,3908137.82577,4744656.13079,5302419.51688,296981.24781,628277.29307,4695883.52864,4291021.36724
142.0202@31.67,166469.55434,164361.53568,177083.83533,173422.98222,149484.39561,176179.60631,179292.11056,176066.45461,169364.8572,91225.76647,172102.21156,161869.67759,175221.53958,161222.04057,19370.915,180092.2277,170609.14967,13918.33298,169904.16799,45018.48462,180005.62148,21218.25037,183032.10565,166971.56276,65359.60629,164435.03788,156725.89241,180895.56934,28187.04182
142.9233@634.8,258855.28965,235276.18694,459113.07756,120963.17459,114444.12353,611920.86034,443225.77974,480832.06889,296249.28251,620465.07989,201399.62696,389177.52666,486171.81722,143632.45792,637139.82188,359441.18401,338686.84671,592405.76563,377139.7368,467867.11844,495011.34146,589655.562,463543.06086,557666.64867,628522.64737,40946.1952,141613.28867,545540.73033,502749.04467
143.0219@31.14,31296.79261,19109.26587,32384.0648,29921.24999,23848.20389,31004.70823,30147.68561,33661.18683,30693.73347,8705.23924,30623.66439,27113.67249,26345.26825,23539.29013,32633.83198,32533.15038,26189.89806,24645.55067,29403.20275,16455.44342,31774.02137,13113.27123,29946.36228,22186.82944,30468.79619,30973.94783,26760.1423,31713.90762,20443.98699
143.1068@231.31,74320.44136,85666.46342,80783.33702,83646.96039,73698.82482,83008.69107,88181.9975,80111.1092,84460.29032,72261.6423,84377.44342,83210.76331,78595.81354,81098.93343,94731.8266,81813.50095,85607.74541,89408.57552,81671.48028,83879.31561,69969.05489,81012.64227,84669.92478,80235.80721,83555.68285,81671.5408,81169.75603,83467.8382,75718.45268
143.9145@657.36,143904.23794,136680.75193,241397.6597,113561.87999,108220.81916,307163.01774,247758.05059,280057.93133,154388.32843,318273.60508,123597.80548,205882.55029,291584.17777,122803.17726,331990.10553,189512.73943,170984.32743,304549.59927,195737.80357,259215.60894,282278.36139,309988.12055,255622.03434,302849.88043,322277.87679,106553.57824,108026.92892,294544.93901,280170.94719
143.9226@634.8,68998.80926,60510.96512,123872.05712,21870.66022,10231.01277,161521.43338,119951.53584,131213.38044,76905.69062,161995.03644,54870.35929,104217.28619,130993.68138,34074.35354,170314.14556,98513.87086,91595.85876,156117.42543,100530.20479,127194.30229,129742.2305,155049.60989,127675.42452,147500.20811,165489.16128,5825.87709,15341.4541,145271.85167,133067.8842
144.915@657.56,17498.03128,16549.02298,32226.08293,11807.16075,9785.03917,41625.49094,31372.76755,36967.56539,20902.12114,41755.27321,14869.91337,25718.37766,37057.45492,13451.59618,42585.87835,24387.71764,22148.5682,41251.27915,22057.50517,33723.95789,36047.72241,40471.21035,35134.21495,38368.08045,42146.17816,12767.97698,12966.4655,37230.81988,35460.22922
144.9234@635.53,13414.67652,12645.54653,20269.89589,6128.57221,5565.2737,22614.78574,19680.64793,22648.56684,11129.9189,22112.82483,13703.89344,19169.71633,19322.12427,15190.64627,24564.81328,17963.32134,19339.4822,22674.54952,17549.26805,12231.93202,19264.91943,14235.65401,16112.01397,20805.94123,23220.23536,4960.74468,13351.87235,20487.57628,20370.7198
145.0968@31.56,58577.75827,33607.18392,58017.30602,34383.70599,36543.49321,15517.45221,44222.74031,58515.27249,79547.05814,2655.63292,37112.43437,29128.72306,34720.38805,25962.91962,40176.85094,108487.16976,51439.31321,32795.05615,49281.45654,15270.03702,47935.7083,17957.79937,33906.6158,40798.86528,8461.32144,98408.66968,23678.82865,122972.3195,65610.55449
145.918@635,64239.37914,44436.97256,80760.43001,56615.86192,21296.62573,116418.13853,104174.07995,119586.5838,53295.23402,124463.99922,41777.11695,71844.04485,106143.46743,36201.23221,121397.46357,68394.6621,62157.44905,107354.50021,70520.51862,97005.43231,119051.36652,108131.49957,100535.87749,106911.33562,115417.19225,15056.98426,43098.63552,108460.72745,121690.59557
151.0251@75.6,19139.70828,408387.55501,21412.88532,14523.29961,49448.01579,4787.371,19784.71839,11790.94097,6546.7979,3857.13886,4595.87168,6916.95767,17781.86597,3905.89693,10667.93579,11971.83641,22478.69373,13084.99721,11632.53487,4902.68957,36712.11393,846.96173,15593.43818,11861.92342,13294.4235,9669.83654,10984.2377,16422.11069,3287.06575
151.0252@59.12,65311.74979,23004.48636,75769.73643,35192.47335,123826.33863,16675.56386,68660.43222,33680.28636,17197.22306,8243.9742,12658.14976,15464.73137,54208.80679,11829.27413,34099.24494,37517.46938,52151.74211,32870.30574,35900.02626,17280.18314,108412.25644,1531.78701,37488.51743,36274.19874,35162.00641,25584.60155,23388.91311,39723.22755,8278.24999
153.8677@635.74,150720.26025,141947.42262,133754.64394,138607.99486,130380.53708,68057.25329,122913.51341,96850.82258,146691.17869,71620.52668,141605.33744,137785.11865,120622.89847,144722.85859,65220.77697,144138.42809,143277.16115,74000.19022,143158.84892,124919.03356,115595.54003,78768.42012,130515.36511,102342.61135,59601.75166,126892.51785,128185.03456,89055.81653,113428.36206
154.0501@496.97,78747.88779,82759.67618,103528.95756,77512.52784,19208.72516,105415.76461,104499.19693,100720.23625,73137.02933,96977.64265,48543.72052,85014.80817,124397.95165,66425.81426,71803.86475,67522.12281,102986.29699,120856.83418,69350.98733,88068.67551,146544.53216,63440.19977,132173.28262,119526.82224,116617.29874,13982.27046,35929.7298,133070.06615,73727.17168
154.0613@33.62,94046.30403,85295.91972,164460.74454,82768.42463,137255.75011,117221.5089,123689.56891,193862.36395,131203.60948,20934.46371,183018.16283,106874.34491,151733.31417,86285.55537,196299.78372,189156.52007,137006.1135,110459.18282,209999.99856,85101.81236,162230.75033,31980.55666,124561.82437,126919.25706,198469.43064,198181.42713,119808.80345,129510.97493,61128.77638
154.9464@482.76,339346.13613,320266.85439,335982.56961,348340.87791,296413.42308,363375.03444,255582.79166,320386.74086,336372.63383,329536.61515,416065.1125,265631.44887,271496.32699,374643.7439,231324.54791,354957.15739,250866.32952,248380.50619,312895.4244,256266.34572,248604.52122,309063.2436,252004.13845,275140.74684,264339.62344,370209.37032,325516.25995,294246.41101,292383.8742
156.9198@641.74,12805.19498,12563.30257,16146.28376,46498.44009,8885.06436,20296.64859,15062.46074,17052.2063,12660.87014,20537.40194,12571.22343,14596.66939,17271.85609,11272.35834,19713.90042,13920.6006,13960.2709,19160.17341,14977.47142,17877.78583,17701.19277,18418.24244,16714.55213,18991.60373,21422.81634,65268.15337,9073.60576,19334.90679,18207.14839
156.9437@634.27,1180848.33498,1183709.77597,1347010.64699,1068192.43598,982040.16753,1606414.05733,1420364.88584,1600850.65412,1190304.01969,1663939.43186,1155368.12243,1240823.09712,1485710.65788,1072036.90654,1541200.82867,1232000.91428,1247603.41336,1613942.39775,1240678.96308,1460215.82696,1640073.35607,1600685.84905,1521776.22727,1541602.04704,1496701.80954,906582.95817,996568.94837,1624308.16678,1502800.92215
156.9907@32.06,10191.30416,8963.43653,9782.06964,34469.77371,7052.78069,8204.42259,9270.04915,10965.42265,9580.24162,6160.00739,6439.48192,7334.88161,6392.14127,8453.95638,7263.1097,9205.96777,7891.37449,9282.07933,31180.31492,6348.99213,11388.59181,4609.33625,6357.93866,9029.66398,10699.13209,7611.78724,44093.99523,10172.43449,12247.6729
157.1226@505.8,682099.75624,264781.24997,663336.24038,725626.25799,663000.58814,699099.66374,610678.93227,621172.64683,713932.88229,646498.71367,764245.02114,669450.3602,618657.2282,742617.42186,617507.7363,179866.08749,236185.24375,597006.5446,676739.08764,259636.82398,615688.56808,676919.19865,615950.35969,600405.52977,632751.94414,42286.35378,702315.67107,620134.09217,627503.2308
157.1227@263.22,671605.81688,645749.6464,660421.00794,689701.60068,650472.6639,643560.15664,661139.64681,651992.50438,665935.75809,659416.26378,662108.67689,659939.27737,657283.294,566275.18809,656466.675,623348.78964,700925.3074,732083.46814,618814.295,666502.48477,564384.31614,655743.05469,591971.22413,643316.76209,651888.73474,638514.51401,546318.12863,658810.98259,635265.67734
157.9288@635.41,32182.4687,32357.38573,48471.36903,24540.53218,11533.57168,28559.5615,33337.33356,0.0,34361.17729,28144.53335,45633.89453,42487.9016,0.0,20697.58718,48769.88632,37565.05537,37522.95839,20227.49501,37519.31787,0.0,959.20729,32231.28832,85292.08541,0.0,16326.10464,7575.41935,14658.67952,53486.53028,0.0
158.126@263.1,54150.34613,54446.0834,54669.53202,61742.46722,58816.54522,54820.1272,54934.5225,53347.35782,50614.80107,55655.75792,55881.56998,53498.24917,48338.57354,58584.16899,19241.92383,60265.51531,55736.04993,57505.58612,23128.20519,51132.84163,24634.9895,52165.09783,56949.76634,49237.71243,53965.15743,54633.79914,48254.38637,48307.26497,51137.72294
158.9382@542.72,21039715.14005,20885329.93774,10650.03488,18634559.58511,6469786.41861,27187520.50264,27084503.68122,26170838.57054,22140716.48622,26578184.72548,20100461.08172,24431117.41475,29174447.95342,18947442.74409,26176729.84637,22956943.07642,24770698.6749,26367148.21674,26218303.66513,29017896.76122,26005277.66234,1967.72977,25943936.57405,26613044.98138,26231589.92603,3394146.76158,18069936.97194,25332899.09559,27000201.30895
158.9386@634.3,400178.81152,384292.19664,548320.80579,293514.70964,224367.50396,34214410.07753,30098942.2876,33717996.4585,395401.14117,35087467.74743,373569.51527,451561.53734,648230.93455,304496.05949,33185974.32453,447899.47908,419316.68388,34096900.66512,453635.96627,630215.9498,668925.64238,34285376.14089,32474374.29892,33237803.39091,32512072.0044,160019.17207,243270.99564,34603841.48471,659558.55907
159.1651@634.23,255505.23171,245839.84965,402468.14888,163807.16347,109306.10555,34869.63167,405792.23259,35986.53523,256422.63634,42713.76476,236597.48836,308606.08117,499026.62707,177493.99582,48059.7053,9856.70374,8681.87973,522940.68115,10310.39822,481883.25287,521579.84614,37242.5714,31238.16597,528603.68764,42563.27476,64314.08201,125221.29001,521130.29885,517671.95579
159.9387@539.14,2839336.59306,2709303.22192,3689168.47414,2705574.7159,2419282.36062,4126509.33746,3627308.68478,3599431.91955,2892085.37371,4193538.10167,1904441.90094,3359610.6757,3815926.50363,1887691.10648,1718784.69672,3305191.66142,3051316.40529,3879253.58213,3716332.51524,3912242.58058,1884280.22974,2039961.06265,3815053.01817,4074511.17671,3600806.76562,2346881.13228,2546202.43431,4021844.02231,3681840.33257
159.9389@634.27,3599258.001,3614159.95781,4094154.46196,3272919.88554,3015131.0866,4812241.50138,4251403.42415,4713546.58035,3640151.24137,4838029.07583,3506501.39434,3760812.27711,4520832.56951,3286952.71264,4682034.27748,3778023.61047,3774274.14468,4800327.29476,3789215.09546,4427752.04445,4879234.07046,4815396.6231,4526417.66372,4673953.68848,4545843.86305,2789614.26809,3061658.22296,4852181.62443,4584629.91122
160.8412@636.53,41942.30467,38347.40193,32688.91737,43249.06718,21148.69272,21426.7319,15132.37386,23862.36572,36934.0378,22426.23624,39872.26664,34126.58009,23200.40805,42589.66335,18201.40317,37059.00914,35868.28665,22185.65693,34896.54247,29995.97368,26235.11486,22451.20523,29227.67349,24037.19611,20943.383,42660.99294,41309.75565,24325.65569,24516.74038
160.9381@540.87,868812.03751,875877.79903,984788.62018,779202.42656,16048.96809,1018838.45211,1029404.79594,679822.4538,653574.12765,1006130.55977,573420.09566,736808.05219,285996.23152,801184.37174,1018499.16321,888597.03648,900200.59862,1011387.26696,988789.20074,1079680.70134,1014189.31717,1123963.22143,1024602.97662,1033299.44227,731315.88251,680809.04433,735429.98648,983435.13282,1037362.73777
160.9382@634.3,1014276.88762,1005374.29266,1123140.23087,897414.84239,841139.56445,1306175.10561,1172824.32909,1242153.77722,1010461.75547,1304453.29678,973512.48628,1032300.45687,1286453.95741,922543.55447,1300378.49929,1035308.20322,1052547.50981,1305018.83859,1038610.16018,1215432.77416,1261267.82836,1263810.40469,1274630.98526,1261287.99077,1264256.60065,790385.23013,858137.77727,1303647.20266,1250904.09647
160.9558@313.77,7981.88646,6296.15782,7947.56084,7894.63646,7075.20887,7828.58961,8002.34498,7751.71887,7480.99962,4963.39809,6958.997,7063.42268,6110.04556,7875.32612,7718.09819,8264.93418,7900.07008,7777.46283,7464.95546,7090.24643,6855.88884,6562.05957,8774.03058,6681.81401,7675.6733,7290.13095,7455.58063,7172.27751,7401.00088
160.9758@652.94,308598.06046,314186.5483,325269.45738,325478.92822,319009.05734,308918.5576,322960.37474,310978.26648,324589.28078,302163.34204,324921.44495,327604.47718,311607.81949,324196.05701,308836.00396,344436.64347,305307.86838,315409.24366,324052.54992,300812.15285,319621.80119,311003.58696,328901.95198,307944.29599,317429.51312,337967.3249,334995.25078,300838.64006,305493.49748
161.9126@570.04,1101586.71986,848559.50098,2331488.9849,724773.93488,1097299.1809,2945856.22368,2636699.90826,3329772.85251,1382655.13516,5511346.43561,824085.04562,2047478.08843,3708094.24256,893606.61653,2640969.93487,1738731.37745,1490813.24333,5132799.0992,1836285.27478,2345195.92013,122863.0975,3759937.54145,3347330.01984,5034410.63712,5921566.63302,1199091.14199,708378.26397,1916590.2181,2829337.26311
161.9127@608.14,903498.06438,2756244.50242,1060226.84777,2039039.78353,1605335.50268,3994906.23026,2280017.72847,2122647.234,3041958.29143,4001115.7834,2518983.24282,2647612.8363,2558657.5484,2211792.33862,5839928.13461,3758407.61514,3557944.45692,2177830.21275,1249726.50489,198394.89494,3621487.40386,3973228.36571,4028776.85366,138866.5785,4668635.54279,1496439.59579,1213391.8623,5295089.14538,2440941.78772
161.9127@624.08,2449812.95201,2425507.90681,3141256.25768,1983402.38494,1526820.3872,4294092.20231,3258823.05298,3452103.68749,2596469.58186,4607939.59129,2184818.325,2979404.06435,3520657.53608,2018288.34124,4399355.02061,2885616.4231,2674462.17985,3775768.24023,2898566.17482,3260945.22697,10558318.17549,4131567.26476,3394708.99988,3970270.45262,3801951.53819,1430433.15598,1690305.4682,3471591.61384,3460235.80365
