,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
132.9224@549.07,1236181.2592,1176043.66555,1172067.74692,144364.36079,271622.56771,2467.69928,261458.35785,258754.89642,517813.68773,1226307.06907,12006.03701,5081.40163,603128.74145,260929.39543,259682.75545,187325.23331,678111.17929,183005.6315,325410.98672,693994.24361,400865.12583,1084114.15214,429076.63188,540411.11749,1092998.58014,309210.96847,12077.73367,1275048.84034,147232.91801,224721.93298
132.981@652.92,301436.88647,284922.56692,269731.54531,307875.73965,285257.49529,281460.29368,266798.20717,276519.16384,277559.61358,272778.6806,283009.56681,292081.04152,275268.51479,284592.93523,288342.09677,269998.12638,264853.85835,304505.36721,272824.87644,270854.91796,278662.56353,272532.78035,274255.85187,291368.87421,272141.91376,288512.4119,274623.35999,280745.62938,296986.22917,289620.05938
133.9224@635.22,110488.06077,94261.61881,86972.07352,22723.91554,32394.6983,32006.31307,29822.19105,22852.27883,32687.13981,89806.28518,24734.38435,36310.71653,39211.33154,27419.86522,28421.3532,54265.94455,36758.03215,27844.41944,36101.68464,93611.27516,42416.43693,95169.67507,38825.2118,57492.11933,88683.52131,33217.36925,37401.629,109429.7386,29625.37311,27558.25214
134.8644@136.92,233699.91548,288479.89519,252799.52617,413512.85914,286677.90529,372126.06911,302470.64885,143587.06269,271731.52378,259712.09292,377483.26463,344623.67684,194048.06501,292710.47259,251975.05682,294889.61889,269634.69674,310136.74812,274307.47018,241915.81861,254784.7342,250109.41764,252333.30047,160570.73347,332854.41034,273850.63337,254175.09834,230066.83029,297327.16266,298947.22092
134.8937@567.58,2316856.34868,3861025.88909,1910455.54448,2305074.45477,3375178.81599,2949242.9618,2344282.29963,3887464.24632,2971595.87725,2006998.23793,2811497.55368,3517450.69773,2546937.06947,4153385.14036,4512193.19498,1891453.32759,2183199.12171,2865568.14921,4104328.01071,2438969.71103,2787557.0588,1926914.00446,2226272.77929,2571281.49858,3368612.12864,3065397.06633,3185864.64975,4525776.02169,3050556.71902,4100046.33168
134.9508@638.06,12458870.78862,26347.27657,25920.89641,38476.863,179423.46611,98837.92396,166957.74053,175079.67314,171619.36903,29261.7525,119518.33792,68080.20964,12493705.2138,142587.51225,176689.48521,12646642.91557,12690891.67382,158836.42679,23897.55103,24443.53106,12874457.77826,12249567.67055,12579058.11556,12776586.95079,23137.6361,166176.92453,12447238.45819,12311069.966,157413.12359,169085.31954
135.0303@58.88,27531.50987,23419.71541,12505.42128,10980.63211,52834.04294,21812.56497,47808.97721,9381.05433,15219.61231,35022.23923,22311.94849,13322.41459,304760.20977,27162.95197,34337.30911,41074.34836,22171.5596,20689.06489,276475.87806,42622.55529,39137.81561,27584.44067,53811.713,28028.16465,27778.11221,45034.43019,2170.30305,10369.13999,281456.40497,19551.60457
135.8937@567.46,346476.5563,182486.20905,171519.85353,354596.59189,399999.11031,251862.99892,402050.62715,443858.59866,494528.5401,246989.97924,206382.22332,268588.90587,198147.83733,13412.85497,839185.07564,165847.69605,230603.88713,235072.02666,208079.91541,219128.12294,712105.57462,193704.22133,345358.40362,253123.94714,182813.35109,388161.74367,431295.58783,186728.05635,228713.57963,1027981.74507
135.919@636.9,1461426.47482,1585786.52439,1531337.22017,1413264.7797,2030666.45539,1561050.51817,1258383.8366,1657971.47599,1600761.33874,1495004.76026,1840125.49815,1969263.94811,1425437.34595,2121078.30037,1721034.75207,1395854.75243,1438714.62724,2152171.48011,1688543.76631,1449106.70663,1452432.66639,1414953.56846,1440480.59231,1405143.52608,1456356.71696,1569124.01076,1413937.76648,1427895.53464,1736452.19843,1866536.37196
135.9443@503.2,202417.04091,572731.03963,187181.27876,730716.61233,693587.68503,238198.82852,230173.21342,218848.80671,648847.14881,195594.75923,903321.25712,267939.11229,197954.20513,274294.88392,528451.03334,143514.71534,195963.74282,1070109.53766,251572.86816,174626.47876,213134.65864,177851.25121,603946.15584,205474.88048,182497.49479,195586.70216,200231.96896,190166.88869,233703.31723,871326.71839
135.9699@600.24,408850.77239,428381.84949,384624.5159,457345.07979,842017.26166,452705.41093,15789.21943,471406.96627,25719.15047,291277.31619,875080.54588,372352.04134,373130.42404,406663.95351,366265.63597,378329.95731,261682.8146,481000.41687,456745.91534,639073.1076,690231.77313,253186.05106,35859.34558,377393.21419,212747.04302,363992.79119,323055.30854,605863.16152,812361.67019,472340.25895
136.8907@567.74,700264.69703,584049.49826,583714.39557,3007092.79975,1214926.9909,1393997.66906,1416173.01611,1264051.90009,1403703.55173,614694.53206,1247724.44695,842901.1234,1233056.96348,1289254.91697,3299903.23105,596702.13093,680611.73357,1183544.16637,686300.36602,787613.81919,591747.2493,627130.27527,685907.89677,821993.5926,614796.88205,684453.51992,1188415.45207,1274430.65221,813947.73275,984804.1602
136.8911@637.01,4224905.85396,5617801.41617,5411311.89821,3554788.209,4282846.4095,3688121.55639,4451826.0516,4934918.10891,5371010.69018,5321151.05939,3855270.12574,4055454.97258,4230851.49097,4072420.72343,4313132.2117,4295605.05669,4299579.36323,4140073.03812,4302804.04564,4182963.96422,4383004.54986,4130043.12447,4290421.14855,4357014.36213,4198520.27062,5306067.44357,4207629.53023,4163747.46555,4678200.6753,4193994.39304
136.9467@636.81,55085.56608,60741.41037,58363.97989,56676.92556,80821.88522,62824.48691,69573.99616,63233.26294,63633.26574,56284.59061,74091.15439,77690.52273,55467.24689,83600.43199,67468.73849,52987.35137,56301.5486,85915.12506,64650.71726,54570.70522,53783.14981,52796.49168,54523.37348,54584.20324,55821.79641,61773.93088,54317.07684,53742.73938,68133.23328,74556.05317
137.8909@637.01,399458.12175,519200.77159,405057.35807,340836.914,409160.22306,350632.67136,395412.61051,482540.44,509197.15567,396353.02286,375864.64982,382876.5809,393706.33547,387044.08758,407526.80046,400733.89835,402152.01937,395257.08042,451601.6828,390596.73949,410927.28351,387290.90635,403905.91706,417355.4368,386154.92786,498588.88197,391230.59343,382690.09631,453437.77014,405042.22222
137.8909@567.34,233531.70781,57010.07423,284769.09573,88251.55916,104948.00066,82312.4196,154033.96108,144223.41117,170762.18418,105185.99776,79125.25524,77338.27679,96737.24472,4846.08996,100765.33887,35078.03946,103285.76526,87191.60571,64979.01888,5562.20507,73558.17216,78475.054,67853.192,79677.21065,58061.30403,4607.44343,186845.41151,81626.12322,88476.32622,89333.91544
137.9397@636.88,538370.08769,589710.46201,566656.99224,537788.36642,774612.40185,590545.29275,673634.53586,622378.2939,595382.12734,554660.13199,705326.75183,744630.27246,527203.39632,804743.34722,643753.85159,518122.94037,535088.22647,816083.23956,630938.73066,534700.24673,530962.85329,520163.71238,541983.27522,528622.14518,539180.88944,585703.02346,520883.16382,521963.02658,653365.70944,706703.25941
137.9858@628.92,244394.87218,245200.06484,244223.0751,289623.5256,266131.02153,275429.10105,237787.0541,242219.92008,249749.27673,236291.36645,281626.79041,249705.7634,226209.4902,245440.25597,246908.81322,235323.2525,239217.46701,244458.78253,249167.28704,250241.62289,222150.15923,242435.27434,247546.52821,226385.41699,231875.58741,253871.88318,237050.58931,238368.13402,252529.26609,261948.4744
138.9406@636.8,38442.42512,41881.57623,39532.91529,40537.4468,55798.10166,45386.34503,46012.01578,43666.5587,40616.94092,38001.45771,54677.12159,54324.94399,37192.23196,60335.73593,46682.5018,90322.60456,86041.62486,62149.65617,44579.23954,38629.1916,36617.41627,37506.3617,91115.65498,32771.75176,35312.80729,42682.96503,36397.35107,38494.84328,44887.55003,50823.18914
139.9298@634.59,161213.83183,137563.90338,168521.39179,85257.12808,81196.85613,0.0,107519.59465,115831.3669,5761.55441,136354.48366,44.70076,75989.77286,175723.09674,0.0,101166.97323,193724.68215,189245.41684,0.0,5414.74151,135081.67589,214006.08302,132747.28318,223694.50575,217689.55912,132211.12171,129481.23545,173957.2064,162694.50067,110238.18081,83420.15553
141.0157@716.1,160648.40842,220559.80834,396142.44309,372997.6212,378676.00229,195983.32531,182649.18684,418680.41289,445197.84555,212033.57633,285680.29782,259219.72449,200033.93216,381270.42007,153082.27788,185344.71328,437012.49324,457749.61402,298676.18878,362105.11427,250654.77534,187933.41827,201784.54978,60656.9635,235964.80795,186012.77177,62943.17475,428209.36869,387875.08941,414432.89901
141.0159@641.56,305963.99369,328247.5284,268057.08766,389553.94689,373215.32724,369252.80384,376633.06604,334718.13532,329917.94186,259774.35409,395747.28279,234898.62754,302371.93216,390588.80615,364187.72941,312646.15468,312664.74064,408515.0505,339312.49641,287306.99229,314813.12774,287207.65309,326502.25023,328496.73342,300945.91928,328055.53513,323844.72803,302965.10547,355489.92066,382474.00315
141.0172@31.71,4302960.62067,3325465.84191,4004331.03658,3820600.75326,4205271.82704,3707580.13211,4167104.93423,3852424.76437,4033304.24889,4259318.28826,3940186.88082,4042012.12769,3689616.11184,3945945.3235,3865420.74874,3934889.71973,3759557.51196,3967669.78832,3730644.39181,2533735.36259,4153510.66601,4004724.31966,2341801.02719,4163104.30237,4009504.54098,4158205.6149,1862744.56077,2771279.85335,4146331.81915,4248152.7519
141.066@520.92,178174.59465,292599.37631,195848.64964,160759.03722,175246.35071,151717.34006,151586.50786,182814.41247,197221.05804,184403.3239,165637.79621,171181.45475,295673.55507,195340.02299,287857.59885,187825.59589,291427.23173,152280.41458,185889.30685,302074.79993,162743.12566,300594.53805,191120.18975,288990.97959,185822.10643,205311.05579,191743.71721,186474.01177,184567.40141,178550.01725
141.9231@634.82,4556442.46522,3966666.01968,4230615.64247,296981.24781,2146128.25864,369436.50396,2862470.62978,3214756.66925,3795417.53485,3935286.15872,524813.14966,1918322.19607,4861792.54622,910078.39727,3294718.88498,5395948.92799,5366277.01916,1083893.94832,3473367.66774,4291021.36724,5449272.11133,4191462.72256,12759.39665,5368893.81676,4182928.99395,3619474.71529,4974869.94365,4658705.4639,3156212.52058,2430083.56802
142.0202@31.67,175553.82773,45018.48462,164686.68548,164435.03788,166469.55434,161762.26193,170609.14967,161869.67759,172552.53385,175105.56494,156818.02317,164361.53568,158034.36675,173422.98222,170255.10333,174408.89736,171670.99835,161222.04057,161416.56359,28187.04182,177399.5451,175221.53958,82031.53794,179045.12943,60471.17854,185983.29272,21218.25037,60807.90469,169904.16799,169364.8572
142.9233@634.8,538749.22842,467867.11844,496633.2451,40946.1952,258855.28965,47894.46239,338686.84671,389177.52666,452766.27013,463594.54319,126075.60561,235276.18694,573786.89729,120963.17459,395180.1705,643068.21974,631498.43854,143632.45792,417726.83119,502749.04467,648559.38784,486171.81722,654255.41941,644901.74293,486728.65114,430411.36359,589655.562,543614.99346,377139.7368,296249.28251
143.0219@31.14,28071.3883,16455.44342,24871.29203,30973.94783,31296.79261,19909.84441,26189.89806,27113.67249,29220.50551,28097.2274,23812.68551,19109.26587,26488.41783,29921.24999,30360.24927,33091.16155,29807.46411,23539.29013,29444.45567,20443.98699,30931.49698,26345.26825,14260.37223,32710.11295,30570.24947,33044.15459,13113.27123,20384.17107,29403.20275,30693.73347
143.1068@231.31,81209.9602,83879.31561,109599.40236,81671.5408,74320.44136,86627.72023,85607.74541,83210.76331,85370.85345,75315.96161,79981.6449,85666.46342,78200.52315,83646.96039,81465.78156,76572.09656,86430.38183,81098.93343,109244.74953,75718.45268,73537.83179,78595.81354,71410.58332,82059.59493,75150.48253,78111.46979,81012.64227,79452.93847,81671.48028,84460.29032
143.9145@657.36,296300.70904,259215.60894,272753.82586,106553.57824,143904.23794,107254.37405,170984.32743,205882.55029,238605.0082,268521.17256,111992.48816,136680.75193,305528.38126,113561.87999,201824.05689,314780.9502,319917.57597,122803.17726,207176.04044,280170.94719,324241.02864,291584.17777,341722.01472,337446.80859,273877.51658,247703.09594,309988.12055,293904.46528,195737.80357,154388.32843
143.9226@634.8,144927.24863,127194.30229,133107.68673,5825.87709,68998.80926,6512.94338,91595.85876,104217.28619,121219.16172,123211.55605,11805.93751,60510.96512,152190.43099,21870.66022,106748.04556,169517.63165,164630.38503,34074.35354,109815.93035,133067.8842,169414.54393,130993.68138,172934.17813,171819.36205,130153.80005,114283.68242,155049.60989,144190.85498,100530.20479,76905.69062
144.915@657.56,39652.48564,33723.95789,35725.3841,12767.97698,17498.03128,11738.99864,22148.5682,25718.37766,30375.29658,35041.24424,14309.2479,16549.02298,39640.62467,11807.16075,26114.36672,45271.29773,41154.91731,13451.59618,27058.13128,35460.22922,44082.29116,37057.45492,41920.56955,42243.99756,32665.2117,32488.74297,40471.21035,40506.3243,22057.50517,20902.12114
144.9234@635.53,22418.91749,12231.93202,20292.79423,4960.74468,13414.67652,11391.63133,19339.4822,19169.71633,18394.83219,19646.7028,7156.63409,12645.54653,22261.99483,6128.57221,17167.98647,24161.56194,25063.71105,15190.64627,18816.62756,20370.7198,23538.82619,19322.12427,24127.43126,22027.4272,16742.15125,20313.17684,14235.65401,21436.71857,17549.26805,11129.9189
145.0968@31.56,39740.15026,15270.03702,35941.88705,98408.66968,58577.75827,30324.02073,51439.31321,29128.72306,50079.9024,43970.24261,44004.86324,33607.18392,49967.35614,34383.70599,94431.77555,91107.61834,28778.21438,25962.91962,40152.77201,65610.55449,42990.98236,34720.38805,4396.10958,27137.49659,68869.29684,52858.70404,17957.79937,6711.51405,49281.45654,79547.05814
145.918@635,112610.00533,97005.43231,106593.30519,15056.98426,64239.37914,17305.54648,62157.44905,71844.04485,90557.9386,112789.89655,22970.69084,44436.97256,111513.51258,56615.86192,85362.79933,111148.2304,114160.67125,36201.23221,72165.52328,121690.59557,112907.8067,106143.46743,117479.49901,124307.67696,108854.39499,94543.02591,108131.49957,107028.33805,70520.51862,53295.23402
151.0251@75.6,24877.27529,4902.68957,6543.84439,9669.83654,19139.70828,12915.82492,22478.69373,6916.95767,11975.68385,14294.53447,23371.51812,408387.55501,24758.369,14523.29961,20701.94434,13278.39036,10758.01238,3905.89693,17567.16566,3287.06575,25001.64363,17781.86597,1373.42095,11073.14111,18020.77917,24319.97785,846.96173,6643.53308,11632.53487,6546.7979
151.0252@59.12,54892.49094,17280.18314,30982.96492,25584.60155,65311.74979,30298.53588,52151.74211,15464.73137,28988.1143,37460.12421,60461.43098,23004.48636,66994.25505,35192.47335,55647.251,29002.9747,27054.72024,11829.27413,49759.11185,8278.24999,78154.71292,54208.80679,7876.08658,30870.99959,48045.75329,84609.22885,1531.78701,12246.65543,35900.02626,17197.22306
153.8677@635.74,106126.71489,124919.03356,114267.82471,126892.51785,150720.26025,127514.94374,143277.16115,137785.11865,132467.05827,125911.89665,134151.16261,141947.42262,81119.63591,138607.99486,140356.21051,67292.72579,72763.01045,144722.85859,140049.02098,113428.36206,65276.8121,120622.89847,71544.69095,60377.00309,108232.0182,120492.66551,78768.42012,102368.0663,143158.84892,146691.17869
154.0501@496.97,131445.38376,88068.67551,107362.70401,13982.27046,78747.88779,14408.73529,102986.29699,85014.80817,84700.37037,111061.48521,41053.7419,82759.67618,128207.70064,77512.52784,90471.2974,95305.32812,121097.95268,66425.81426,78227.10433,73727.17168,148714.00872,124397.95165,70553.69852,122903.12052,136560.81272,132411.69094,63440.19977,85151.65203,69350.98733,73137.02933
154.0613@33.62,123478.73023,85101.81236,143468.03103,198181.42713,94046.30403,93706.71276,137006.1135,106874.34491,210473.8685,133244.94564,108784.11654,85295.91972,184143.1416,82768.42463,142848.46802,159016.96571,116971.80733,86285.55537,190590.85941,61128.77638,157279.33641,151733.31417,66395.96758,111853.46183,148679.77991,185890.83007,31980.55666,71184.81571,209999.99856,131203.60948
154.9464@482.76,239961.40941,256266.34572,347761.07004,370209.37032,339346.13613,289653.14779,250866.32952,265631.44887,310478.3534,290352.37458,318186.82102,320266.85439,295950.03443,348340.87791,294315.30825,295582.02897,228319.19232,374643.7439,286531.9566,292383.8742,242908.06126,271496.32699,393848.29159,233807.40073,263228.63584,246255.5604,309063.2436,279427.18417,312895.4244,336372.63383
156.9198@641.74,17315.65916,17877.78583,17142.79949,65268.15337,12805.19498,59976.99154,13960.2709,14596.66939,15699.28593,17355.97559,9162.26653,12563.30257,18241.23989,46498.44009,14692.50955,20501.11591,19801.13166,11272.35834,14853.26974,18207.14839,20108.94892,17271.85609,21688.80712,20747.72695,14626.4707,13057.69757,18418.24244,18958.41162,14977.47142,12660.87014
156.9437@634.27,1639062.52465,1460215.82696,1484434.98396,906582.95817,1180848.33498,940033.5394,1247603.41336,1240823.09712,1401928.79808,1429589.39011,997962.5029,1183709.77597,1590869.80473,1068192.43598,1273519.16564,1520003.23548,1632436.98776,1072036.90654,1284247.7309,1502800.92215,1553551.68476,1485710.65788,1659017.49647,1755503.55323,1479695.66268,1394096.26657,1600685.84905,1606079.59715,1240678.96308,1190304.01969
156.9907@32.06,8046.56529,6348.99213,7214.68528,7611.78724,10191.30416,10145.10589,7891.37449,7334.88161,9333.17312,8050.73777,38890.19071,8963.43653,31008.89838,34469.77371,10015.7913,9646.16355,6758.39358,8453.95638,26290.08462,12247.6729,29288.50721,6392.14127,22827.46427,6962.76835,7510.08094,7814.62635,4609.33625,6206.44464,31180.31492,9580.24162
157.1226@505.8,564909.69298,259636.82398,384455.04102,42286.35378,682099.75624,679124.18922,236185.24375,669450.3602,682464.48948,627948.75963,709181.35309,264781.24997,351021.51061,725626.25799,674576.38324,641367.88488,270572.81667,742617.42186,695151.05431,627503.2308,608448.06311,618657.2282,700558.69381,616089.22989,628478.8556,584609.58402,676919.19865,646644.2218,676739.08764,713932.88229
157.1227@263.22,650203.07973,666502.48477,544597.29804,638514.51401,671605.81688,675766.2234,700925.3074,659939.27737,660766.50941,669015.04963,535618.95807,645749.6464,645017.28225,689701.60068,640656.20586,657927.27578,659119.78781,566275.18809,653649.85483,635265.67734,536316.38948,657283.294,643618.83048,665398.45153,537194.30005,663800.41253,655743.05469,633694.17969,618814.295,665935.75809
157.9288@635.41,70746.59272,0.0,1045.73022,7575.41935,32182.4687,11583.03731,37522.95839,42487.9016,41320.63212,77197.71855,15565.41559,32357.38573,47637.18954,24540.53218,42610.60069,29209.83891,32362.75601,20697.58718,37214.07989,0.0,23145.83396,0.0,37254.3534,14814.00954,88152.2485,40638.32868,32231.28832,54022.29347,37519.31787,34361.17729
158.126@263.1,59648.34093,51132.84163,59734.61515,54633.79914,54150.34613,57321.28171,55736.04993,53498.24917,51874.999,53308.88273,50470.73594,54446.0834,50211.0645,61742.46722,53129.03227,52917.60075,56650.40153,58584.16899,61470.14388,51137.72294,61155.3582,48338.57354,54900.52722,56290.73211,50706.60685,55485.7106,52165.09783,47436.16246,23128.20519,50614.80107
158.9382@542.72,29139321.76959,29017896.76122,26320605.67606,3394146.76158,21039715.14005,5597010.77094,24770698.6749,24431117.41475,26730101.38506,26588168.55973,17737227.43425,20885329.93774,25418942.59676,18634559.58511,24217377.14246,26132932.38556,26033059.84795,18947442.74409,24931735.1904,27000201.30895,25948521.78398,29174447.95342,26965125.68165,25585495.10123,28870325.1261,26709379.8246,1967.72977,27123514.00441,26218303.66513,22140716.48622
158.9386@634.3,34682429.73976,630215.9498,32570440.98606,160019.17207,400178.81152,20084219.94089,419316.68388,451561.53734,30388163.07465,609305.54253,240724.33109,384292.19664,33350199.23644,293514.70964,465119.03507,32914276.07147,34908530.16663,304496.05949,480773.52317,659558.55907,33567499.38684,648230.93455,35146453.93869,32953023.95384,32354748.44967,29910578.45056,34285376.14089,34458960.15036,453635.96627,395401.14117
159.1651@634.23,529003.1352,481883.25287,508955.1168,64314.08201,255505.23171,84205.10096,8681.87973,308606.08117,397067.64034,462959.81057,120279.29085,245839.84965,524911.86294,163807.16347,11085.10838,41172.26138,43801.92683,177493.99582,340190.58843,517671.95579,52019.1307,499026.62707,55195.2225,48751.96322,481028.78759,17638.84663,37242.5714,516964.00138,10310.39822,256422.63634
159.9387@539.14,3934615.50609,3912242.58058,3604968.62298,2346881.13228,2839336.59306,2387134.51802,3051316.40529,3359610.6757,3449355.87279,3990215.55027,2501421.12652,2709303.22192,1726055.57233,2705574.7159,3597072.76559,3544857.7629,3641289.70469,1887691.10648,3398711.08734,3681840.33257,4082225.48664,3815926.50363,4025094.09987,1532484.7493,3860677.10219,3630145.50664,2039961.06265,4230455.10687,3716332.51524,2892085.37371
159.9389@634.27,4835613.44995,4427752.04445,4540961.46274,2789614.26809,3599258.001,2860110.7271,3774274.14468,3760812.27711,4223088.79705,4345704.52613,3047761.13644,3614159.95781,4651650.30135,3272919.88554,3918089.50101,4634920.19106,4799341.14012,3286952.71264,3927349.25544,4584629.91122,4705039.05577,4520832.56951,4980308.43011,4673324.61777,4459317.74462,4213456.86809,4815396.6231,4819618.02158,3789215.09546,3640151.24137
160.8412@636.53,12163.29319,29995.97368,27497.21796,42660.99294,41942.30467,44474.79292,35868.28665,34126.58009,29940.90828,23645.25325,41499.82805,38347.40193,11173.78086,43249.06718,17662.56202,21356.21488,17537.28669,42589.66335,35120.27707,24516.74038,21451.85686,23200.40805,11015.87663,19035.62225,23439.53793,27476.07094,22451.20523,23522.14238,34896.54247,36934.0378
160.9381@540.87,864872.15194,1079680.70134,1049048.9989,680809.04433,868812.03751,680990.75422,900200.59862,736808.05219,866004.69942,1031672.35516,710126.82774,875877.79903,987550.35248,779202.42656,1034901.88394,1103626.47734,1025773.18723,801184.37174,942828.09709,1037362.73777,1019391.10374,285996.23152,1056795.94253,1016587.73321,1104598.14255,1012123.47683,1123963.22143,1045476.89784,988789.20074,653574.12765
160.9382@634.3,1326142.14253,1215432.77416,1232276.45133,790385.23013,1014276.88762,801552.20175,1052547.50981,1032300.45687,1164434.27184,1190634.11974,862809.22507,1005374.29266,1259921.75377,897414.84239,1089468.95942,1347066.11525,1305464.88333,922543.55447,1057102.01843,1250904.09647,1301307.02418,1286453.95741,1363772.14966,1333572.57783,1207268.6252,1155891.88559,1263810.40469,1319951.48979,1038610.16018,1010461.75547
160.9558@313.77,7819.64746,7090.24643,6940.79965,7290.13095,7981.88646,8471.60493,7900.07008,7063.42268,6786.35442,7207.33443,7443.05655,6296.15782,7306.1375,7894.63646,5096.39948,6898.21646,7690.91142,7875.32612,5879.17093,7401.00088,6433.17078,6110.04556,7560.0358,8185.58171,7635.8976,8137.44406,6562.05957,7283.28786,7464.95546,7480.99962
160.9758@652.94,310051.36853,300812.15285,306503.71493,337967.3249,308598.06046,321701.93652,305307.86838,327604.47718,322192.78629,318630.1462,323882.65183,314186.5483,312525.52136,325478.92822,322793.85169,313547.01221,317352.16755,324196.05701,316249.14969,305493.49748,315353.97847,311607.81949,328468.16151,318704.69668,317303.25647,325734.63981,311003.58696,315132.83664,324052.54992,324589.28078
